fecha,rubro,especie,variedad,procedencia,envase,kg_bulto,calidad,tamano,grado,bulto_max,bulto_moda,bulto_min,kilo_max,kilo_moda,kilo_min
2026-09-04,hortalizas,RADICHETA,2DO.CORTE,BS. AS.,BA,3,1A,,,5000,4000,3500,1666.67,1333.33,1166.67
2026-09-04,hortalizas,RADICHETA,Prom.Esp.,,,0,,,,0,5000,0,0,1666.67,0
2026-09-04,hortalizas,REMOLACHA,,BS. AS.,BO,10,1A,MEDIANO,,11000,10000,9500,1100,1000,950
2026-09-04,hortalizas,REMOLACHA,,BS. AS.,JA,15,1A,MEDIANO,,15000,13000,11000,1000,866.67,733.33
2026-09-04,hortalizas,REMOLACHA,,SANTA FE,BO,10,1A,MEDIANO,,10000,9500,8000,1000,950,800
2026-09-04,hortalizas,REMOLACHA,,SGO.EST.,BO,10,1A,MEDIANO,,9000,8000,7000,900,800,700
2026-09-04,hortalizas,REMOLACHA,,SGO.EST.,PE,15,1A,MEDIANO,,15000,14000,12000,1000,933.33,800
2026-09-04,hortalizas,REMOLACHA,Prom.Esp.,,,0,,,,0,10900,0,0,910,0
2026-09-04,hortalizas,REP.BRUSEL,,M.D.PLAT,,1,1A,MEDIANO,,3500,2800,2500,3500,2800,2500
2026-09-04,hortalizas,REP.BRUSEL,Prom.Esp.,,,0,,,,0,2800,0,0,2800,0
2026-09-04,hortalizas,REPOLLO,BLANCO,BS. AS.,JA,15,1A,GRANDE,,10000,9500,8000,666.67,633.33,533.33
2026-09-04,hortalizas,REPOLLO,BLANCO,BS. AS.,JA,15,1A,MEDIANO,,8000,7500,7000,533.33,500,466.67
2026-09-04,hortalizas,REPOLLO,BLANCO,MENDOZA,BO,15,1A,MEDIANO,,11000,9500,9000,733.33,633.33,600
2026-09-04,hortalizas,REPOLLO,COLORADO,BS. AS.,JA,15,1A,GRANDE,,14000,13000,12000,933.33,866.67,800
2026-09-04,hortalizas,REPOLLO,COLORADO,BS. AS.,JA,15,1A,MEDIANO,,11000,9500,8000,733.33,633.33,533.33
2026-09-04,hortalizas,REPOLLO,COLORADO,MENDOZA,BO,15,1A,MEDIANO,,14000,13000,11000,933.33,866.67,733.33
2026-09-04,hortalizas,REPOLLO,Prom.Esp.,,,0,,,,0,10333,0,0,688.89,0
2026-09-04,hortalizas,ROMERO,,BS. AS.,AT,1,1A,MEDIANO,,10000,9400,8500,10000,9400,8500
2026-09-04,hortalizas,ROMERO,Prom.Esp.,,,0,,,,0,9400,0,0,9400,0
2026-09-04,hortalizas,RUCULA,,BS. AS.,BA,3,1A,SIN TAM,,7000,5500,4500,2333.33,1833.33,1500
2026-09-04,hortalizas,RUCULA,Prom.Esp.,,,0,,,,0,5500,0,0,1833.33,0
2026-09-04,hortalizas,SALVIA,,BS. AS.,BO,1,1A,,,10000,9000,8500,10000,9000,8500
2026-09-04,hortalizas,SALVIA,Prom.Esp.,,,0,,,,0,9000,0,0,9000,0
2026-09-04,hortalizas,TOMATE,CHERRY,CTES.,CA,5,1A,GRANDE,P/I,31000,30000,28000,6200,6000,5600
2026-09-04,hortalizas,TOMATE,CHERRY,CTES.,CA,5,1A,MEDIANO,P/I,27000,26000,23000,5400,5200,4600
2026-09-04,hortalizas,TOMATE,CHERRY,CTES.,CA,5,1A,MEDIANO,R/I,29000,28000,26000,5800,5600,5200
2026-09-04,hortalizas,TOMATE,CHERRY,SALTA,CA,5,1A,GRANDE,P/I,32000,31000,29000,6400,6200,5800
2026-09-04,hortalizas,TOMATE,CHERRY,SALTA,CA,5,1A,MEDIANO,P/I,28000,27000,25000,5600,5400,5000
2026-09-04,hortalizas,TOMATE,PERITA,SALTA,PE,18,1A,GRANDE,P/I,55000,52000,50000,3055.56,2888.89,2777.78
2026-09-04,hortalizas,TOMATE,PERITA,SALTA,PE,18,1A,MEDIANO,P/I,48000,46000,44000,2666.67,2555.56,2444.44
2026-09-04,hortalizas,TOMATE,PERITA,SALTA,PE,18,1A,MEDIANO,R/I,50000,47000,46000,2777.78,2611.11,2555.56
2026-09-04,hortalizas,TOMATE,PERITA,SALTA,TO,18,1A,GRANDE,PIN,45000,40000,38000,2500,2222.22,2111.11
2026-09-04,hortalizas,TOMATE,PERITA,SALTA,TO,18,1A,MEDIANO,PIN,36000,34000,30000,2000,1888.89,1666.67
2026-09-04,hortalizas,TOMATE,REDONDO,CTES.,TO,18,1A,CHICO,P/I,18000,16000,14000,1000,888.89,777.78
2026-09-04,hortalizas,TOMATE,REDONDO,CTES.,TO,18,1A,GRANDE,P/I,40000,37000,36000,2222.22,2055.56,2000
2026-09-04,hortalizas,TOMATE,REDONDO,CTES.,TO,18,1A,MEDIANO,P/I,35000,31000,30000,1944.44,1722.22,1666.67
2026-09-04,hortalizas,TOMATE,REDONDO,CTES.,TO,18,1A,MEDIANO,R/I,36000,34000,33000,2000,1888.89,1833.33
2026-09-04,hortalizas,TOMATE,REDONDO,CTES.,TO,18,2A,MEDIANO,P/I,30000,27000,24000,1666.67,1500,1333.33
2026-09-04,hortalizas,TOMATE,REDONDO,SALTA,TO,18,1A,GRANDE,P/I,64000,61000,58000,3555.56,3388.89,3222.22
2026-09-04,hortalizas,TOMATE,REDONDO,SALTA,TO,18,1A,GRANDE,PIN,40000,37000,36000,2222.22,2055.56,2000
2026-09-04,hortalizas,TOMATE,REDONDO,SALTA,TO,18,1A,MEDIANO,P/I,56000,53000,50000,3111.11,2944.44,2777.78
2026-09-04,hortalizas,TOMATE,REDONDO,SALTA,TO,18,1A,MEDIANO,PIN,34000,32000,28000,1888.89,1777.78,1555.56
2026-09-04,hortalizas,TOMATE,REDONDO,SALTA,TO,18,2A,MEDIANO,PIN,27000,25000,20000,1500,1388.89,1111.11
2026-09-04,hortalizas,TOMATE,Prom.Esp.,,,0,,,,0,35700,0,0,3008.89,0
2026-09-04,hortalizas,TOMILLO,,BS. AS.,BO,1,1A,,,13000,12000,10000,13000,12000,10000
2026-09-04,hortalizas,TOMILLO,Prom.Esp.,,,0,,,,0,12000,0,0,12000,0
2026-09-04,hortalizas,ZANAHORIA,CHANTENAY,MENDOZA,BO,10,1A,MEDIANO,,74000,6400,6000,7400,640,600
2026-09-04,hortalizas,ZANAHORIA,CHANTENAY,MENDOZA,BO,18,1A,MEDIANO,,13000,12000,11000,722.22,666.67,611.11
2026-09-04,hortalizas,ZANAHORIA,CHANTENAY,MENDOZA,CA,20,1A,MEDIANO,,21000,19000,18000,1050,950,900
2026-09-04,hortalizas,ZANAHORIA,CHANTENAY,SANTA FE,BO,10,1A,MEDIANO,,6500,5500,5000,650,550,500
2026-09-04,hortalizas,ZANAHORIA,CHANTENAY,SGO.EST.,BO,18,1A,MEDIANO,,12000,11000,10000,666.67,611.11,555.56
2026-09-04,hortalizas,ZANAHORIA,Prom.Esp.,,,0,,,,0,10780,0,0,683.56,0
2026-09-04,hortalizas,ZAPALLITO,LARGO,SALTA,TO,18,1A,MEDIANO,,28000,26000,23000,1555.56,1444.44,1277.78
2026-09-04,hortalizas,ZAPALLITO,LARGO,SALTA,TO,18,1A,MEDIANO,INV,36000,33000,30000,2000,1833.33,1666.67
2026-09-04,hortalizas,ZAPALLITO,REDONDO,CTES.,TO,18,1A,MEDIANO,INV,36000,34000,30000,2000,1888.89,1666.67
2026-09-04,hortalizas,ZAPALLITO,REDONDO,SALTA,PE,18,1A,MEDIANO,INV,40000,36000,33000,2222.22,2000,1833.33
2026-09-04,hortalizas,ZAPALLITO,REDONDO,SALTA,TO,18,1A,MEDIANO,,33000,28000,26000,1833.33,1555.56,1444.44
2026-09-04,hortalizas,ZAPALLITO,REDONDO,SALTA,TO,18,2A,MEDIANO,,25000,21000,18000,1388.89,1166.67,1000
2026-09-04,hortalizas,ZAPALLITO,Prom.Esp.,,,0,,,,0,29667,0,0,1648.15,0
2026-09-04,hortalizas,ZAPALLO,ANC.COKENA,MENDOZA,BO,15,1A,MEDIANO,,25000,23000,21000,1666.67,1533.33,1400
2026-09-04,hortalizas,ZAPALLO,ANC.COKENA,S.BS.AS.,BO,15,1A,MEDIANO,,23000,22000,20000,1533.33,1466.67,1333.33
2026-09-04,hortalizas,ZAPALLO,ANC.COKENA,SALTA,PE,17,1A,MEDIANO,,30000,28500,27000,1764.71,1676.47,1588.24
2026-09-04,hortalizas,ZAPALLO,ANGOLA,R. NEGRO,GR,0,1A,,,0,0,0,1000,900,800
2026-09-04,hortalizas,ZAPALLO,TETSUKAB.,MENDOZA,BO,18,1A,MEDIANO,,14000,13000,11000,777.78,722.22,611.11
2026-09-04,hortalizas,ZAPALLO,TETSUKAB.,R. NEGRO,BO,18,1A,MEDIANO,,16000,14000,12000,888.89,777.78,666.67
2026-09-04,hortalizas,ZAPALLO,TETSUKAB.,S.BS.AS.,BO,18,1A,MEDIANO,,15000,12000,11000,833.33,666.67,611.11
2026-09-04,hortalizas,ZAPALLO,TETSUKAB.,SALTA,BO,18,1A,MEDIANO,,18000,17000,15000,1000,944.44,833.33
2026-09-04,hortalizas,ZAPALLO,Prom.Esp.,,,0,,,,0,16188,0,0,1085.95,0
